epoch,accuracy,learning_rate,loss,top3_accuracy,val_accuracy,val_loss,val_top3_accuracy
0,0.18106995522975922,0.0010000000474974513,2.016397714614868,0.5155790448188782,0.2458563596010208,3.1693992614746094,0.5662983655929565
1,0.25279247760772705,0.0010000000474974513,1.814693808555603,0.6078777313232422,0.3342541456222534,1.7248823642730713,0.6546961069107056
2,0.3339212238788605,0.0010000000474974513,1.616984248161316,0.725455641746521,0.25690609216690063,5.397716522216797,0.6353591084480286
3,0.3833039402961731,0.0010000000474974513,1.4446734189987183,0.7989417910575867,0.49723756313323975,1.3826442956924438,0.8397790193557739
4,0.4761904776096344,0.0010000000474974513,1.2623745203018188,0.8800705671310425,0.8867403268814087,0.6048116683959961,0.9944751262664795
5,0.5643739104270935,0.0010000000474974513,1.0602794885635376,0.9294532537460327,0.7955800890922546,0.5556092262268066,0.980663001537323
6,0.6172839403152466,0.0010000000474974513,0.9773207306861877,0.9312169551849365,0.8729282021522522,0.40867897868156433,0.9751381278038025
7,0.6590241193771362,0.0010000000474974513,0.9231608510017395,0.9506173133850098,0.8729282021522522,0.32512131333351135,1.0
8,0.7219282984733582,0.0010000000474974513,0.784365177154541,0.9659023880958557,0.939226508140564,0.24231989681720734,1.0
9,0.7595531940460205,0.0010000000474974513,0.7140828371047974,0.9647266268730164,0.8867403268814087,0.307712584733963,1.0
10,0.7577895522117615,0.0010000000474974513,0.7036861777305603,0.9694297313690186,0.43922650814056396,7.031668186187744,0.6685082912445068
11,0.7519106268882751,0.0010000000474974513,0.7183054089546204,0.9617871642112732,0.9558011293411255,0.18559478223323822,1.0
12,0.798353910446167,0.0010000000474974513,0.6309051513671875,0.9776601791381836,0.980663001537323,0.10389363765716553,1.0
13,0.804820716381073,0.0010000000474974513,0.5916082859039307,0.9811875224113464,0.8729282021522522,0.35819506645202637,0.9944751262664795
14,0.8148148059844971,0.0010000000474974513,0.5780494213104248,0.9794238805770874,0.9834254384040833,0.12994608283042908,1.0
15,0.8030570149421692,0.0010000000474974513,0.6035078167915344,0.9723691940307617,0.9861878156661987,0.11125925928354263,1.0
16,0.83480304479599,0.0010000000474974513,0.5242730975151062,0.9811875224113464,0.988950252532959,0.10169463604688644,1.0
17,0.8306878209114075,0.0010000000474974513,0.5482868552207947,0.9817754030227661,0.9640883803367615,0.14981894195079803,1.0
18,0.843033492565155,0.0010000000474974513,0.5101094245910645,0.9800117611885071,0.9917126893997192,0.08087630569934845,1.0
19,0.8612580895423889,0.0010000000474974513,0.4474463164806366,0.9841269850730896,0.9917126893997192,0.0779094398021698,1.0
20,0.8383303880691528,0.0010000000474974513,0.5316160917282104,0.9788359999656677,0.8950276374816895,0.22702036798000336,1.0
21,0.8565549850463867,0.0010000000474974513,0.48960503935813904,0.9817754030227661,0.9917126893997192,0.08121394366025925,1.0
22,0.8647854328155518,0.0010000000474974513,0.46527767181396484,0.9847148656845093,0.988950252532959,0.07462473213672638,1.0
23,0.8677248954772949,0.0010000000474974513,0.4884840250015259,0.9829512238502502,0.9723756909370422,0.11004495620727539,0.9972375631332397
24,0.8883010149002075,0.0010000000474974513,0.42913979291915894,0.9882422089576721,0.9834254384040833,0.09541087597608566,1.0
25,0.8800705671310425,0.0010000000474974513,0.4076260030269623,0.985302746295929,0.9917126893997192,0.0599491149187088,1.0
26,0.8765432238578796,0.0010000000474974513,0.4464813470840454,0.9841269850730896,0.9917126893997192,0.06724035739898682,1.0
27,0.877718985080719,0.0010000000474974513,0.44208258390426636,0.9847148656845093,0.988950252532959,0.08753553777933121,1.0
28,0.877718985080719,0.0010000000474974513,0.42042672634124756,0.9870664477348328,0.9751381278038025,0.12109056860208511,1.0
29,0.8835979104042053,0.0010000000474974513,0.3920329809188843,0.9905937910079956,0.988950252532959,0.06536412239074707,1.0
30,0.8906525373458862,0.0010000000474974513,0.3882792294025421,0.9923574328422546,0.988950252532959,0.06116475164890289,1.0
31,0.9200470447540283,0.0005000000237487257,0.3194434344768524,0.9900058507919312,0.9944751262664795,0.03340287134051323,1.0
32,0.9159318208694458,0.0005000000237487257,0.30897584557533264,0.9900058507919312,0.9944751262664795,0.035549625754356384,1.0
33,0.9312169551849365,0.0005000000237487257,0.28585997223854065,0.9894179701805115,0.9944751262664795,0.04690432548522949,1.0
34,0.89241623878479,0.0005000000237487257,0.4059922695159912,0.9858906269073486,0.9834254384040833,0.08591528981924057,1.0
35,0.9159318208694458,0.0005000000237487257,0.3253072202205658,0.9882422089576721,0.9944751262664795,0.041952669620513916,1.0
36,0.9112287163734436,0.0005000000237487257,0.3437557518482208,0.9870664477348328,0.9972375631332397,0.03041033260524273,1.0
37,0.9218106865882874,0.0005000000237487257,0.30858922004699707,0.9929453134536743,0.9944751262664795,0.03662584722042084,1.0
38,0.9241622686386108,0.0005000000237487257,0.2773362994194031,0.991769552230835,0.9944751262664795,0.03596607968211174,1.0
39,0.9259259104728699,0.0005000000237487257,0.2611975371837616,0.9941211342811584,0.9972375631332397,0.034273430705070496,1.0
40,0.9188712239265442,0.0005000000237487257,0.3088967800140381,0.9882422089576721,0.9917126893997192,0.03706551343202591,1.0
41,0.9229865074157715,0.0005000000237487257,0.29841071367263794,0.9905937910079956,0.9944751262664795,0.024063417688012123,1.0
42,0.9029982089996338,0.0005000000237487257,0.36576080322265625,0.9900058507919312,0.9917126893997192,0.03769970312714577,1.0
43,0.9218106865882874,0.0005000000237487257,0.2851203680038452,0.9905937910079956,0.980663001537323,0.09118660539388657,1.0
44,0.9176954627037048,0.0005000000237487257,0.2932034730911255,0.993533194065094,0.9917126893997192,0.04314827919006348,1.0
45,0.9341563582420349,0.0005000000237487257,0.2569757103919983,0.993533194065094,0.9944751262664795,0.04278479889035225,1.0
46,0.9200470447540283,0.0005000000237487257,0.3033340573310852,0.9929453134536743,0.988950252532959,0.04642209783196449,1.0
47,0.9218106865882874,0.0002500000118743628,0.3044781982898712,0.9929453134536743,0.9944751262664795,0.03341391682624817,1.0
48,0.9441505074501038,0.0002500000118743628,0.23355764150619507,0.9970605373382568,0.9944751262664795,0.023362383246421814,1.0
49,0.9300411343574524,0.0002500000118743628,0.27611902356147766,0.9900058507919312,0.9972375631332397,0.02796282432973385,1.0
